Label,Network,id,reorder,colour,id_7n,network_7n,colour_7n
Subcortex,Subcortex,18,410,#8b0000,8,Subcort,#5575b3FF
Subcortex,Subcortex,18,411,#8b0000,8,Subcort,#5575b3FF
Subcortex,Subcortex,18,412,#8b0000,8,Subcort,#5575b3FF
Subcortex,Subcortex,18,413,#8b0000,8,Subcort,#5575b3FF
Subcortex,Subcortex,18,414,#8b0000,8,Subcort,#5575b3FF
Subcortex,Subcortex,18,415,#8b0000,8,Subcort,#5575b3FF
Subcortex,Subcortex,18,416,#8b0000,8,Subcort,#5575b3FF
Subcortex,Subcortex,18,417,#8b0000,8,Subcort,#5575b3FF
Subcortex,Subcortex,18,418,#8b0000,8,Subcort,#5575b3FF
Subcortex,Subcortex,18,419,#8b0000,8,Subcort,#5575b3FF
